,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population_x,Row ID,ZIP Code Location,Date,DosesDaily,DosesDailyCumulative,DoseDailtFirst,DoseDailyFirstCumulative,DoseDialyPopPercent,VacSDaily,VacSCumulative,VacSPopPercent,Population_y,ZipCoords,Row_ID,Current Population:,2010 Population:,Households per ZIP Code:,Average House Value:,Avg. Income Per Household:,Persons Per Household:,White Proportion,White Population:,Black Proportion,Black Population:,Hispanic Proportion,Hispanic Population:,Asian Population:,American Indian Population:,Hawaiian Population:,Other Population:,Male Population:,Female Population:,Median Age:,Male Median Age:,Female Median Age:
60602,30,07/19/2020,07/25/2020,1.0,18.0,80.0,1446.9,41.0,374,3296,30064.3,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-30,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,31,07/26/2020,08/01/2020,0.0,18.0,0.0,1446.9,40.0,414,3215,33279.7,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-31,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,16,04/12/2020,04/18/2020,2.0,5.0,161.0,401.9,10.0,26,804,2090.0,0.2,0.3,0,0,0.0,0.0,1244,60602-2020-16,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,51,12/13/2020,12/19/2020,2.0,63.0,161.0,5064.3,57.0,1420,4582,114147.9,0.0,0.1,0,1,0.0,80.4,1244,60602-2020-51,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,2,01/10/2021,01/16/2021,2.0,75.0,161.0,6028.9,57.0,1634,4582,131350.5,0.0,0.1,0,1,0.0,80.4,1244,60602-2021-2,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,23,05/31/2020,06/06/2020,0.0,13.0,0.0,1045.0,20.0,159,1608,12781.4,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-23,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,38,09/13/2020,09/19/2020,1.0,21.0,80.0,1688.1,49.0,676,3939,54340.8,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-38,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,43,10/18/2020,10/24/2020,2.0,31.0,161.0,2492.0,39.0,909,3135,73070.7,0.1,0.1,0,0,0.0,0.0,1244,60602-2020-43,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,48,11/22/2020,11/28/2020,6.0,58.0,482.0,4662.4,48.0,1254,3858,100803.9,0.1,0.1,0,0,0.0,0.0,1244,60602-2020-48,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,42,10/11/2020,10/17/2020,6.0,29.0,482.0,2331.2,55.0,870,4421,69935.7,0.1,0.1,0,0,0.0,0.0,1244,60602-2020-42,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,19,05/03/2020,05/09/2020,3.0,8.0,241.0,643.1,22.0,72,1768,5787.8,0.1,0.2,0,0,0.0,0.0,1244,60602-2020-19,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,32,08/02/2020,08/08/2020,0.0,18.0,0.0,1446.9,35.0,449,2814,36093.2,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-32,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,27,06/28/2020,07/04/2020,1.0,15.0,80.0,1205.8,26.0,260,2090,20900.3,0.1,0.1,0,0,0.0,0.0,1244,60602-2020-27,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,17,04/19/2020,04/25/2020,0.0,5.0,0.0,401.9,16.0,42,1286,3376.2,0.1,0.2,0,0,0.0,0.0,1244,60602-2020-17,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,1,01/03/2021,01/09/2021,5.0,73.0,402.0,5868.2,61.0,1577,4904,126768.5,0.1,0.1,0,1,0.0,80.4,1244,60602-2021-1,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,22,05/24/2020,05/30/2020,0.0,13.0,0.0,1045.0,23.0,139,1849,11173.6,0.0,0.2,0,0,0.0,0.0,1244,60602-2020-22,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,44,10/25/2020,10/31/2020,3.0,34.0,241.0,2733.1,65.0,974,5225,78295.8,0.0,0.0,0,0,0.0,0.0,1244,60602-2020-44,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,49,11/29/2020,12/05/2020,2.0,60.0,161.0,4823.2,57.0,1311,4582,105385.9,0.1,0.1,0,0,0.0,0.0,1244,60602-2020-49,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,26,06/21/2020,06/27/2020,1.0,14.0,80.0,1125.4,30.0,234,2412,18810.3,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-26,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,37,09/06/2020,09/12/2020,0.0,20.0,0.0,1607.7,26.0,627,2090,50401.9,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-37,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,41,10/04/2020,10/10/2020,1.0,23.0,80.0,1848.9,52.0,815,4180,65514.5,0.0,0.0,0,0,0.0,0.0,1244,60602-2020-41,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,4,01/24/2021,01/30/2021,7.0,82.0,563.0,6591.6,50.0,1726,4019,138746.0,0.2,0.1,0,1,0.0,80.4,1244,60602-2021-4,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,18,04/26/2020,05/02/2020,0.0,5.0,0.0,401.9,8.0,50,643,4019.3,0.1,0.2,0,0,0.0,0.0,1244,60602-2020-18,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,28,07/05/2020,07/11/2020,2.0,17.0,161.0,1366.6,42.0,302,3376,24276.5,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-28,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,53,12/27/2020,01/02/2021,2.0,68.0,161.0,5466.2,39.0,1516,3135,121865.0,0.1,0.1,0,1,0.0,80.4,1244,60602-2020-53,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,33,08/09/2020,08/15/2020,1.0,19.0,80.0,1527.3,29.0,478,2331,38424.4,0.1,0.1,0,0,0.0,0.0,1244,60602-2020-33,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,21,05/17/2020,05/23/2020,2.0,13.0,161.0,1045.0,25.0,116,2010,9324.8,0.2,0.2,0,0,0.0,0.0,1244,60602-2020-21,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,40,09/27/2020,10/03/2020,1.0,22.0,80.0,1768.5,45.0,763,3617,61334.4,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-40,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,50,12/06/2020,12/12/2020,1.0,61.0,80.0,4903.5,52.0,1363,4180,109565.9,0.0,0.1,1,1,80.4,80.4,1244,60602-2020-50,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,45,11/01/2020,11/07/2020,8.0,42.0,643.0,3376.2,71.0,1045,5707,84003.2,0.1,0.1,0,0,0.0,0.0,1244,60602-2020-45,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,25,06/14/2020,06/20/2020,0.0,13.0,0.0,1045.0,19.0,204,1527,16398.7,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-25,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,36,08/30/2020,09/05/2020,0.0,20.0,0.0,1607.7,42.0,601,3376,48311.9,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-36,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60603,36,08/30/2020,09/05/2020,0.0,11.0,0.0,937.0,26.0,355,2215,30238.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-36,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,40,09/27/2020,10/03/2020,0.0,13.0,0.0,1107.3,35.0,475,2981,40460.0,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-40,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,51,12/13/2020,12/19/2020,1.0,40.0,85.0,3407.2,77.0,1006,6559,85689.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-51,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,50,12/06/2020,12/12/2020,1.0,39.0,85.0,3322.0,73.0,929,6218,79131.2,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-50,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,23,05/31/2020,06/06/2020,0.0,6.0,0.0,511.1,19.0,90,1618,7666.1,0.1,0.1,0,0,0.0,0.0,1174,60603-2020-23,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,2,01/10/2021,01/16/2021,7.0,56.0,596.0,4770.0,85.0,1260,7240,107325.4,0.1,0.0,0,0,0.0,0.0,1174,60603-2021-2,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,30,07/19/2020,07/25/2020,1.0,9.0,85.0,766.6,30.0,229,2555,19506.0,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-30,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,45,11/01/2020,11/07/2020,0.0,18.0,0.0,1533.2,41.0,646,3492,55025.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-45,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,26,06/21/2020,06/27/2020,0.0,6.0,0.0,511.1,10.0,124,852,10562.2,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-26,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,31,07/26/2020,08/01/2020,0.0,9.0,0.0,766.6,24.0,253,2044,21550.3,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-31,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,22,05/24/2020,05/30/2020,0.0,6.0,0.0,511.1,7.0,71,596,6047.7,0.0,0.2,0,0,0.0,0.0,1174,60603-2020-22,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,1,01/03/2021,01/09/2021,2.0,49.0,170.0,4173.8,79.0,1175,6729,100085.2,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-1,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,35,08/23/2020,08/29/2020,0.0,11.0,0.0,937.0,20.0,329,1704,28023.9,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-35,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,39,09/20/2020,09/26/2020,0.0,13.0,0.0,1107.3,38.0,440,3237,37478.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-39,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,32,08/02/2020,08/08/2020,1.0,10.0,85.0,851.8,13.0,266,1107,22657.6,0.1,0.1,0,0,0.0,0.0,1174,60603-2020-32,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,27,06/28/2020,07/04/2020,0.0,6.0,0.0,511.1,24.0,148,2044,12606.5,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-27,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,46,11/08/2020,11/14/2020,5.0,23.0,426.0,1959.1,55.0,701,4685,59710.4,0.1,0.0,0,0,0.0,0.0,1174,60603-2020-46,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,42,10/11/2020,10/17/2020,2.0,15.0,170.0,1277.7,36.0,533,3066,45400.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-42,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,4,01/24/2021,01/30/2021,1.0,58.0,85.0,4940.4,82.0,1415,6985,120528.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-4,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,47,11/15/2020,11/21/2020,8.0,31.0,681.0,2640.5,63.0,764,5366,65076.7,0.2,0.1,0,0,0.0,0.0,1174,60603-2020-47,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,25,06/14/2020,06/20/2020,0.0,6.0,0.0,511.1,14.0,114,1192,9710.4,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-25,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,53,12/27/2020,01/02/2021,2.0,47.0,170.0,4003.4,45.0,1096,3833,93356.0,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-53,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
60603,38,09/13/2020,09/19/2020,0.0,13.0,0.0,1107.3,27.0,402,2300,34241.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-38,POINT (-87.625473 41.880112000000004),2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
