,Date,DosesDaily,DosesDailyCumulative,DoseDailtFirst,DoseDailyFirstCumulative,DoseDialyPopPercent,VacSDaily,VacSCumulative,VacSPopPercent,Population,ZipCoords,Row_ID,Current Population:,2010 Population:,Households per ZIP Code:,Average House Value:,Avg. Income Per Household:,Persons Per Household:,White Proportion,White Population:,Black Proportion,Black Population:,Hispanic Proportion,Hispanic Population:,Asian Population:,American Indian Population:,Hawaiian Population:,Other Population:,Male Population:,Female Population:,Median Age:,Male Median Age:,Female Median Age:
435,2021-01-15,36,961,28,786,0.013000000000000001,8,175,0.003,60939,POINT (-87.653382 41.812017),60609-20210115,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
436,2021-01-06,133,544,127,535,0.009000000000000001,6,9,0.0,60939,POINT (-87.653382 41.812017),60609-20210106,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
437,2020-12-25,0,179,0,179,0.003,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20201225,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
438,2021-01-09,34,679,23,618,0.01,11,61,0.001,60939,POINT (-87.653382 41.812017),60609-20210109,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
439,2021-01-14,43,925,39,758,0.012,4,167,0.003,60939,POINT (-87.653382 41.812017),60609-20210114,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
440,2020-12-18,32,41,32,41,0.001,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20201218,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
441,2020-12-17,9,9,9,9,0.0,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20201217,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
442,2021-01-01,0,335,0,335,0.005,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20210101,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
443,2020-12-26,2,181,2,181,0.003,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20201226,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
444,2020-12-21,31,103,31,103,0.002,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20201221,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
445,2021-01-05,37,411,34,408,0.006999999999999999,3,3,0.0,60939,POINT (-87.653382 41.812017),60609-20210105,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
446,2021-01-10,14,693,3,621,0.01,11,72,0.001,60939,POINT (-87.653382 41.812017),60609-20210110,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
447,2020-12-22,34,137,34,137,0.002,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20201222,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
448,2020-12-31,29,335,29,335,0.005,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20201231,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
449,2020-12-16,0,0,0,0,0.0,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20201216,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
450,2021-01-11,51,744,17,638,0.01,34,106,0.002,60939,POINT (-87.653382 41.812017),60609-20210111,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
451,2021-01-17,10,1052,4,866,0.013999999999999999,6,186,0.003,60939,POINT (-87.653382 41.812017),60609-20210117,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
452,2020-12-27,0,181,0,181,0.003,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20201227,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
453,2020-12-20,12,72,12,72,0.001,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20201220,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
454,2021-01-07,52,596,36,571,0.009000000000000001,16,25,0.0,60939,POINT (-87.653382 41.812017),60609-20210107,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
455,2020-12-23,35,172,35,172,0.003,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20201223,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
456,2020-12-28,24,205,24,205,0.003,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20201228,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
457,2021-01-04,30,374,30,374,0.006,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20210104,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
458,2020-12-30,64,306,64,306,0.005,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20201230,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
459,2021-01-16,81,1042,76,862,0.013999999999999999,5,180,0.003,60939,POINT (-87.653382 41.812017),60609-20210116,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
460,2020-12-15,0,0,0,0,0.0,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20201215,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
461,2021-01-12,80,824,50,688,0.011000000000000001,30,136,0.002,60939,POINT (-87.653382 41.812017),60609-20210112,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
462,2021-01-08,49,645,24,595,0.01,25,50,0.001,60939,POINT (-87.653382 41.812017),60609-20210108,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
463,2020-12-29,37,242,37,242,0.004,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20201229,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
464,2020-12-24,7,179,7,179,0.003,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20201224,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
465,2021-01-03,4,344,4,344,0.006,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20210103,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
466,2021-01-30,88,2434,74,2012,0.033,14,422,0.006999999999999999,60939,POINT (-87.653382 41.812017),60609-20210130,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
467,2020-12-19,19,60,19,60,0.001,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20201219,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
468,2021-01-18,90,2398,38,1683,0.042,52,715,0.018000000000000002,40548,POINT (-87.63581 41.90455),60610-20210118,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
469,2021-01-19,106,2504,58,1741,0.043,48,763,0.019,40548,POINT (-87.63581 41.90455),60610-20210119,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
470,2021-01-20,172,2676,125,1866,0.046,47,810,0.02,40548,POINT (-87.63581 41.90455),60610-20210120,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
471,2021-01-21,292,2968,268,2134,0.053,24,834,0.021,40548,POINT (-87.63581 41.90455),60610-20210121,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
472,2021-01-22,336,3304,316,2450,0.06,20,854,0.021,40548,POINT (-87.63581 41.90455),60610-20210122,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
473,2021-01-23,104,3408,94,2544,0.063,10,864,0.021,40548,POINT (-87.63581 41.90455),60610-20210123,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
474,2021-01-24,41,3449,35,2579,0.064,6,870,0.021,40548,POINT (-87.63581 41.90455),60610-20210124,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
475,2021-01-25,147,3596,108,2687,0.066,39,909,0.022000000000000002,40548,POINT (-87.63581 41.90455),60610-20210125,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
476,2021-01-26,214,3810,118,2805,0.069,96,1005,0.025,40548,POINT (-87.63581 41.90455),60610-20210126,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
477,2021-01-27,173,3983,127,2932,0.07200000000000001,46,1051,0.026000000000000002,40548,POINT (-87.63581 41.90455),60610-20210127,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
478,2021-01-28,274,4257,235,3167,0.078,39,1090,0.027000000000000003,40548,POINT (-87.63581 41.90455),60610-20210128,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
479,2021-01-29,284,4541,267,3434,0.085,17,1107,0.027000000000000003,40548,POINT (-87.63581 41.90455),60610-20210129,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
480,2021-01-30,96,4637,70,3504,0.086,26,1133,0.027999999999999997,40548,POINT (-87.63581 41.90455),60610-20210130,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
481,2021-01-31,31,4668,29,3533,0.087,2,1135,0.027999999999999997,40548,POINT (-87.63581 41.90455),60610-20210131,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
482,2021-02-01,118,4786,90,3623,0.08900000000000001,28,1163,0.028999999999999998,40548,POINT (-87.63581 41.90455),60610-20210201,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
483,2021-02-02,217,5003,147,3770,0.09300000000000001,70,1233,0.03,40548,POINT (-87.63581 41.90455),60610-20210202,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
484,2021-02-03,145,5148,106,3876,0.096,39,1272,0.031,40548,POINT (-87.63581 41.90455),60610-20210203,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
485,2021-02-04,99,5247,72,3948,0.09699999999999999,27,1299,0.032,40548,POINT (-87.63581 41.90455),60610-20210204,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
486,2021-01-02,34,934,34,934,0.023,0,0,0.0,40548,POINT (-87.63581 41.90455),60610-20210102,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
487,2021-01-07,108,1289,29,1181,0.028999999999999998,79,108,0.003,40548,POINT (-87.63581 41.90455),60610-20210107,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
488,2020-12-26,15,657,15,657,0.016,0,0,0.0,40548,POINT (-87.63581 41.90455),60610-20201226,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
489,2021-01-17,20,2308,13,1645,0.040999999999999995,7,663,0.016,40548,POINT (-87.63581 41.90455),60610-20210117,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
490,2020-12-15,0,0,0,0,0.0,0,0,0.0,40548,POINT (-87.63581 41.90455),60610-20201215,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
491,2020-12-19,98,322,98,322,0.008,0,0,0.0,40548,POINT (-87.63581 41.90455),60610-20201219,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
492,2020-12-29,68,777,68,777,0.019,0,0,0.0,40548,POINT (-87.63581 41.90455),60610-20201229,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
493,2021-01-11,135,1827,31,1344,0.033,104,483,0.012,40548,POINT (-87.63581 41.90455),60610-20210111,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
494,2020-12-22,97,576,97,576,0.013999999999999999,0,0,0.0,40548,POINT (-87.63581 41.90455),60610-20201222,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
495,2021-01-13,102,2063,51,1450,0.036000000000000004,51,613,0.015,40548,POINT (-87.63581 41.90455),60610-20210113,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
496,2020-12-27,0,657,0,657,0.016,0,0,0.0,40548,POINT (-87.63581 41.90455),60610-20201227,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
497,2021-01-06,67,1181,55,1152,0.027999999999999997,12,29,0.001,40548,POINT (-87.63581 41.90455),60610-20210106,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
498,2021-01-03,9,943,8,942,0.023,1,1,0.0,40548,POINT (-87.63581 41.90455),60610-20210103,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
499,2021-01-10,27,1692,8,1313,0.032,19,379,0.009000000000000001,40548,POINT (-87.63581 41.90455),60610-20210110,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
500,2020-12-30,97,874,97,874,0.022000000000000002,0,0,0.0,40548,POINT (-87.63581 41.90455),60610-20201230,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
501,2020-12-18,160,224,160,224,0.006,0,0,0.0,40548,POINT (-87.63581 41.90455),60610-20201218,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
502,2020-12-23,45,621,45,621,0.015,0,0,0.0,40548,POINT (-87.63581 41.90455),60610-20201223,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
503,2021-01-14,86,2149,65,1515,0.037000000000000005,21,634,0.016,40548,POINT (-87.63581 41.90455),60610-20210114,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
504,2020-12-28,52,709,52,709,0.017,0,0,0.0,40548,POINT (-87.63581 41.90455),60610-20201228,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
505,2020-12-24,21,642,21,642,0.016,0,0,0.0,40548,POINT (-87.63581 41.90455),60610-20201224,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
506,2021-01-04,49,992,42,984,0.024,7,8,0.0,40548,POINT (-87.63581 41.90455),60610-20210104,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
507,2021-01-05,122,1114,113,1097,0.027000000000000003,9,17,0.0,40548,POINT (-87.63581 41.90455),60610-20210105,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
508,2020-12-20,24,346,24,346,0.009000000000000001,0,0,0.0,40548,POINT (-87.63581 41.90455),60610-20201220,46145,37726,23055,"$430,600","$86,803",1.58,0.7352489,27738,0.1892063829,7138,0.04681121773,1766,2786,183,36,615,16924,20802,34.40 years,34.20 years,34.60 years
